"League","Year","blueTeamTag","redTeamTag","min_5","min_10","min_15","min_20","min_25","min_30","min_37"
"EULCS","2015","CW","EL","-208","1462","2294","1992","1473","1743","2537"
"EULCS","2015","CW","EL","-96","1095","-1416","-1447","-1268","-2039","-8752"
"EULCS","2015","CW","FNC","162","290","-3631","-7274","-9547","-15433",""
"EULCS","2015","CW","FNC","266","860","4959","4601","4718","4160","6390"
"EULCS","2015","CW","GIA","-41","215","1722","2705","2293","3670","1083"
"EULCS","2015","CW","GIA","52","-93","4","12","-1356","-2393","-3508"
"EULCS","2015","CW","GMB","-452","-608","-1955","-3349","-2500","-3365","-1242"
"EULCS","2015","CW","GMB","-252","-583","-120","-602","-973","-4649","-9426"
"EULCS","2015","CW","H2K","-703","-3307","-4808","-5533","-11950","",""
"EULCS","2015","CW","H2K","40","-741","-860","-3978","-4878","-5719","-2926"
"EULCS","2015","CW","H2K","376","1938","2647","3035","6698","5691","6866"
"EULCS","2015","CW","MYM","164","-262","1207","-826","-37","2739","4201"
"EULCS","2015","CW","OG","-257","-372","-1370","-2838","-3618","-8276",""
"EULCS","2015","CW","ROC","276","651","3320","4109","4808","2825","10318"
"EULCS","2015","CW","ROC","291","348","-48","2449","1872","2708","3887"
"EULCS","2015","CW","SK","-210","214","-3492","-5257","-5743","-10077","-18813"
"EULCS","2015","CW","SK","803","728","3436","4214","9452","9585",""
"EULCS","2015","CW","UOL","-2","217","1435","-498","-1570","-7071",""
"EULCS","2015","CW","UOL","41","-506","546","-1551","-6737","-7826","-12231"
"EULCS","2015","EL","CW","-814","-1796","-1621","-3486","-8199","",""
"EULCS","2015","EL","CW","251","532","729","2987","3073","4548","10202"
"EULCS","2015","EL","FNC","61","-447","-518","-339","-1075","-1406",""
"EULCS","2015","EL","FNC","192","-592","-911","-1137","-3689","-9010",""
"EULCS","2015","EL","GIA","-109","-781","-2202","-5194","-4866","-7922","-17178"
"EULCS","2015","EL","GIA","73","954","309","646","3756","5255","7255"
"EULCS","2015","EL","GMB","442","-203","-2149","-4765","-7631","",""
"EULCS","2015","EL","GMB","758","1338","654","566","1431","2422","1624"
"EULCS","2015","EL","H2K","51","-312","-206","-2297","1816","572","2502"
"EULCS","2015","EL","H2K","242","634","-1626","-2617","-1427","-1418","-4763"
"EULCS","2015","EL","MYM","-58","998","2566","1922","6442","7165",""
"EULCS","2015","EL","OG","-165","-342","-462","-2528","-4831","-6223",""
"EULCS","2015","EL","ROC","-51","-836","-1613","-2124","-711","12","3109"
"EULCS","2015","EL","ROC","2","1258","2101","3870","2149","5097","1965"
"EULCS","2015","EL","SK","-160","-200","-598","-1575","196","-438","-3339"
"EULCS","2015","EL","SK","-155","-905","-1407","-831","1389","-4756",""
"EULCS","2015","EL","UOL","10","-417","-862","594","-1572","",""
"EULCS","2015","EL","UOL","131","-355","508","1717","1929","1869","847"
"EULCS","2015","FNC","CW","-58","-829","-2060","-1793","-2006","1884","3222"
"EULCS","2015","FNC","CW","466","1379","3325","4329","4617","12846",""
"EULCS","2015","FNC","EL","-12","-60","1199","2323","4280","8838",""
"EULCS","2015","FNC","EL","583","1531","2017","3839","6702","7637","11787"
"EULCS","2015","FNC","GIA","-135","-1658","-976","1905","3933","8671",""
"EULCS","2015","FNC","GIA","579","1302","2688","6532","10330","",""
"EULCS","2015","FNC","GMB","254","167","-1816","-2790","-1732","3104","10029"
"EULCS","2015","FNC","GMB","621","-156","-979","-3080","-3074","-8090","-10883"
"EULCS","2015","FNC","H2K","-114","625","2805","4131","3811","9682",""
"EULCS","2015","FNC","H2K","93","-1139","-3137","-7228","-7130","-9759",""
"EULCS","2015","FNC","H2K","151","393","-944","-1623","-3824","-3725","-9142"
"EULCS","2015","FNC","H2K","255","1031","4480","7070","11647","",""
"EULCS","2015","FNC","H2K","332","-107","-580","885","4413","10502",""
"EULCS","2015","FNC","MYM","174","677","3100","6021","10172","",""
"EULCS","2015","FNC","OG","-145","18","-371","-1080","-1398","351","3311"
"EULCS","2015","FNC","OG","-84","-116","-1792","-94","-5507","-4307","1577"
"EULCS","2015","FNC","OG","-63","321","-590","-2287","-6609","-7439",""
"EULCS","2015","FNC","OG","476","1045","2895","1568","4283","5413",""
"EULCS","2015","FNC","ROC","-482","-457","499","-134","3527","3833","6812"
"EULCS","2015","FNC","ROC","-350","-1390","402","1791","3998","-341","2866"
"EULCS","2015","FNC","SK","-347","-810","-1368","-1078","567","5126","9078"
"EULCS","2015","FNC","SK","-219","1197","546","960","6208","7947","10254"
"EULCS","2015","FNC","UOL","-431","-638","73","1401","5300","8296","11308"
"EULCS","2015","FNC","UOL","-91","-259","1258","3352","5411","",""
"EULCS","2015","FNC","UOL","114","-428","600","1231","1422","4882",""
"EULCS","2015","FNC","UOL","148","1995","2635","544","4906","5568","15683"
"EULCS","2015","FNC","UOL","167","2530","5055","9518","15842","",""
"EULCS","2015","FNC","UOL","211","1631","1454","504","2813","4689","3813"
"EULCS","2015","FNC","UOL","232","-283","3364","4620","","",""
"EULCS","2015","FNC","UOL","1215","1438","1361","1264","-2372","",""
"EULCS","2015","GIA","CW","-137","797","3515","3747","6031","5438","9085"
"EULCS","2015","GIA","CW","352","2134","655","-56","281","1146","3036"
"EULCS","2015","GIA","EL","-681","-1655","-3789","-4342","-4074","-5591","-4555"
"EULCS","2015","GIA","EL","-91","308","363","-600","-445","-226","2268"
"EULCS","2015","GIA","FNC","-79","75","-3166","-5058","87","-1337","1154"
"EULCS","2015","GIA","FNC","426","-181","1036","776","-712","-5597",""
"EULCS","2015","GIA","GMB","-587","201","-1959","-5661","-10640","-13073",""
"EULCS","2015","GIA","GMB","-83","-61","-1822","-2580","-2532","-2394","-4272"
"EULCS","2015","GIA","H2K","-484","-2169","-2559","-5538","-9343","-13424",""
"EULCS","2015","GIA","H2K","13","-364","-4766","-7651","-9795","",""
"EULCS","2015","GIA","H2K","133","-543","404","-1255","-1422","-5565",""
"EULCS","2015","GIA","MYM","-175","484","2147","4724","5087","",""
"EULCS","2015","GIA","OG","98","101","317","-2098","-5010","-3106","-5016"
"EULCS","2015","GIA","ROC","-474","-718","-3258","-3911","-1190","-4720","-2635"
"EULCS","2015","GIA","ROC","-403","-645","-979","-2157","-4470","-7709",""
"EULCS","2015","GIA","ROC","-399","-1051","-5943","-9712","-14314","",""
"EULCS","2015","GIA","ROC","92","119","-335","-112","1673","1759","-1775"
"EULCS","2015","GIA","ROC","262","614","-314","-350","-3228","-11267",""
"EULCS","2015","GIA","ROC","779","-416","-2075","-3356","-3565","-6274","-12004"
"EULCS","2015","GIA","SK","-246","192","1134","4165","2666","-641","-4452"
"EULCS","2015","GIA","SK","212","555","1442","1813","929","8590",""
"EULCS","2015","GIA","UOL","-865","1489","1164","1799","1867","1068","1904"
"EULCS","2015","GIA","UOL","-226","-194","-484","-1855","-1514","-1382","5257"
"EULCS","2015","GMB","CW","-492","413","2250","4389","5687","9378",""
"EULCS","2015","GMB","CW","-283","-1012","-940","865","2459","5995",""
"EULCS","2015","GMB","EL","-87","-541","-229","-550","-1193","-2432","2636"
"EULCS","2015","GMB","EL","245","-23","-163","-728","-3162","-11964","-14042"
"EULCS","2015","GMB","FNC","-97","-469","-875","-3826","-3166","-4761","-10304"
"EULCS","2015","GMB","FNC","430","1219","-1125","-2146","-395","-83","-4581"
"EULCS","2015","GMB","GIA","-54","827","2612","5905","7411","7934","13323"
"EULCS","2015","GMB","GIA","-44","-453","-1475","-1847","-1888","-4346","-7646"
"EULCS","2015","GMB","H2K","50","-871","-1413","-1585","-2103","-1365","-3784"
"EULCS","2015","GMB","H2K","1523","1241","-222","376","-584","1493","3675"
"EULCS","2015","GMB","MYM","-7","365","846","150","-236","-2517","-6603"
"EULCS","2015","GMB","OG","-27","-744","641","3286","5212","7475","11402"
"EULCS","2015","GMB","ROC","-961","-1502","-796","412","1724","2044","1935"
"EULCS","2015","GMB","ROC","-4","-970","-3308","-2316","-2248","4857","9566"
"EULCS","2015","GMB","SK","-1045","-1492","-482","110","-1365","-3080","-2666"
"EULCS","2015","GMB","SK","381","2061","4623","3574","5484","9964",""
"EULCS","2015","GMB","UOL","59","-773","-343","-6404","-8682","",""
"EULCS","2015","GMB","UOL","128","-461","-1447","-1527","-2895","-7949",""
"EULCS","2015","GMB","UOL","779","1812","4111","5882","8267","12271","13907"
"EULCS","2015","H2K","CW","-70","119","234","1012","3333","3931",""
"EULCS","2015","H2K","CW","103","-724","832","4844","4717","5394",""
"EULCS","2015","H2K","CW","208","1127","4378","7601","","",""
"EULCS","2015","H2K","CW","765","-718","964","-3039","-2437","-4902","-7387"
"EULCS","2015","H2K","EL","-7","344","2492","4835","5508","",""
"EULCS","2015","H2K","EL","727","605","2335","3091","5343","7766",""
"EULCS","2015","H2K","FNC","-1058","-581","-1187","-247","-6447","-7969",""
"EULCS","2015","H2K","FNC","-675","-694","159","-1092","-2733","-7131",""
"EULCS","2015","H2K","FNC","-141","-585","-1491","-4415","-8493","-13693",""
"EULCS","2015","H2K","FNC","1194","1861","2435","3738","1405","-3717","-8854"
"EULCS","2015","H2K","GIA","-607","-767","704","24","392","1930","2417"
"EULCS","2015","H2K","GIA","-61","270","2945","3743","4965","8860",""
"EULCS","2015","H2K","GIA","517","1026","3760","3730","5799","",""
"EULCS","2015","H2K","GIA","588","1510","4584","6939","10416","14929",""
"EULCS","2015","H2K","GMB","57","-92","-441","2179","3735","4298","9263"
"EULCS","2015","H2K","GMB","233","1716","4687","4134","5998","10228",""
"EULCS","2015","H2K","MYM","1272","945","827","4861","7303","10899",""
"EULCS","2015","H2K","OG","-631","-529","-2205","-2046","-5725","-7711",""
"EULCS","2015","H2K","OG","-70","89","-1865","-2573","-1083","1574","-1124"
"EULCS","2015","H2K","OG","40","249","-73","839","-3229","-5298",""
"EULCS","2015","H2K","OG","110","-1103","-206","206","-86","8390",""
"EULCS","2015","H2K","ROC","-109","358","172","3495","7563","10508",""
"EULCS","2015","H2K","ROC","32","-633","-471","1803","6189","10822",""
"EULCS","2015","H2K","SK","-633","-327","-1483","-1658","-1640","-1436","-5389"
"EULCS","2015","H2K","SK","-220","92","-432","-776","949","562","5241"
"EULCS","2015","H2K","SK","-139","-753","-2921","-4515","-3634","4274","8213"
"EULCS","2015","H2K","SK","-65","389","127","602","-1605","-2943","-5993"
"EULCS","2015","H2K","SK","17","314","149","-3291","-10558","-13132",""
"EULCS","2015","H2K","SK","179","1445","3645","7474","8299","",""
"EULCS","2015","H2K","SK","626","-391","-1999","-4372","-5074","-4421","-4621"
"EULCS","2015","H2K","UOL","-122","1589","845","3624","6104","6555","8003"
"EULCS","2015","H2K","UOL","-31","861","3999","6241","8465","14210",""
"EULCS","2015","H2K","UOL","481","2677","5117","4630","6210","10145",""
"EULCS","2015","H2K","UOL","717","2182","2567","1843","2058","1230","182"
"EULCS","2015","MYM","CW","-16","502","-77","1182","1338","634","-1350"
"EULCS","2015","MYM","EL","-219","-1191","-4902","-6978","-9193","-11479",""
"EULCS","2015","MYM","FNC","-569","-1950","-3841","-4843","-7249","-9415","-11383"
"EULCS","2015","MYM","GIA","-175","219","1576","1458","1819","521","-3045"
"EULCS","2015","MYM","GIA","-153","795","2535","2271","6491","4552","4921"
"EULCS","2015","MYM","GMB","64","-1336","-3654","-2330","-1845","-1513","-6438"
"EULCS","2015","MYM","H2K","-152","-49","-399","-1258","-2042","-3767","-3642"
"EULCS","2015","MYM","ROC","-889","-573","-1562","2088","2617","3229","4578"
"EULCS","2015","MYM","SK","-336","-2045","-434","-1532","-1984","-1320","-829"
"EULCS","2015","MYM","UOL","-127","-413","-47","-3231","-3021","-1999","-1964"
"EULCS","2015","OG","CW","880","1241","2825","4905","8319","",""
"EULCS","2015","OG","EL","565","-610","-140","927","1896","3892","6749"
"EULCS","2015","OG","FNC","-642","-1834","-2453","-676","-1326","-7248","-12699"
"EULCS","2015","OG","FNC","253","375","1053","521","-5115","-8114","-10180"
"EULCS","2015","OG","FNC","480","152","1479","-1657","-3491","-8528",""
"EULCS","2015","OG","GIA","-117","-330","2912","4369","5623","",""
"EULCS","2015","OG","GMB","106","331","-393","2265","1283","5955",""
"EULCS","2015","OG","H2K","-8","324","1871","3385","10240","",""
"EULCS","2015","OG","H2K","37","581","1124","4654","3983","3629","8313"
"EULCS","2015","OG","ROC","-115","-152","-1681","-4248","-1645","-22","6492"
"EULCS","2015","OG","ROC","54","2242","3634","4963","","",""
"EULCS","2015","OG","ROC","58","-555","-576","-241","-1886","-1583","194"
"EULCS","2015","OG","ROC","503","295","-25","-2426","-2335","-2716","-4319"
"EULCS","2015","OG","SK","-87","1484","1424","3940","3198","4377","8586"
"EULCS","2015","OG","UOL","57","1216","3333","6039","8953","",""
"EULCS","2015","OG","UOL","99","1009","-58","1815","9000","",""
"EULCS","2015","ROC","CW","2","-78","1599","4504","8544","6825","9383"
"EULCS","2015","ROC","CW","55","-15","-3214","-4234","-4428","-4383","-6582"
"EULCS","2015","ROC","EL","-266","-861","610","1886","2516","-3332","-3565"
"EULCS","2015","ROC","EL","-32","-528","774","2592","4696","9632",""
"EULCS","2015","ROC","FNC","-92","-823","-851","-2969","-5256","-12807","-16725"
"EULCS","2015","ROC","FNC","-65","-331","-3138","-4699","-11201","",""
"EULCS","2015","ROC","GIA","-267","-1124","-1022","-3265","-2754","-4313","-8070"
"EULCS","2015","ROC","GIA","-128","357","1101","2649","-799","1059","7636"
"EULCS","2015","ROC","GMB","56","-1163","-1024","-501","-2513","3998","6716"
"EULCS","2015","ROC","GMB","822","1898","3401","3376","1314","1496","4443"
"EULCS","2015","ROC","H2K","-913","-1229","-232","752","930","-921","-1814"
"EULCS","2015","ROC","H2K","-56","306","457","-790","-482","-1286",""
"EULCS","2015","ROC","MYM","419","639","236","319","1635","5243","7947"
"EULCS","2015","ROC","OG","-229","-139","1289","1131","3406","7958",""
"EULCS","2015","ROC","OG","50","474","-1722","-2326","-1940","-4767","-4356"
"EULCS","2015","ROC","OG","206","1220","636","898","2870","4041","11663"
"EULCS","2015","ROC","SK","-197","-1586","-1046","-685","-5482","-3750","-1664"
"EULCS","2015","ROC","SK","-166","-1277","-2159","-596","-813","-726","-3335"
"EULCS","2015","ROC","UOL","93","680","633","324","3056","7465","9823"
"EULCS","2015","ROC","UOL","478","-990","-773","-2063","-1824","-3493","-8205"
"EULCS","2015","ROC","UOL","543","138","-318","203","7528","8935",""
"EULCS","2015","ROC","UOL","560","1314","4255","4091","7861","12545",""
"EULCS","2015","SK","CW","122","-246","1252","4111","8720","",""
"EULCS","2015","SK","CW","214","565","3666","5120","6536","9643","14785"
"EULCS","2015","SK","EL","214","-412","953","2143","2666","2670","3833"
"EULCS","2015","SK","EL","286","544","2122","2232","3940","8109",""
"EULCS","2015","SK","FNC","-542","-635","-765","-725","-522","2867","7990"
"EULCS","2015","SK","FNC","137","-1373","-3433","-4534","-7508","-15905",""
"EULCS","2015","SK","GIA","-130","2190","3806","3757","7406","4304","-527"
"EULCS","2015","SK","GIA","253","699","1840","3651","2956","4897","5728"
"EULCS","2015","SK","GMB","-889","-1219","-3334","-8493","-10900","-14253",""
"EULCS","2015","SK","GMB","281","1757","1795","4663","5070","9614","13912"
"EULCS","2015","SK","H2K","-222","589","-155","1592","1409","42","-2376"
"EULCS","2015","SK","H2K","434","519","291","-2521","-2049","-1681","-5894"
"EULCS","2015","SK","MYM","-60","827","-871","-864","-1431","467","5632"
"EULCS","2015","SK","OG","-73","-1035","-2165","-2741","-5599","-13794","-16487"
"EULCS","2015","SK","ROC","-1","159","271","-353","527","1086","5885"
"EULCS","2015","SK","ROC","22","1225","1302","1576","2059","8715","10974"
"EULCS","2015","SK","UOL","-725","-864","783","-269","-447","4016","4871"
"EULCS","2015","SK","UOL","-378","-879","1827","6299","6812","9195","17335"
"EULCS","2015","SK","UOL","81","-453","-915","-1778","-5619","-6024",""
"EULCS","2015","SK","UOL","179","1972","3180","4935","6637","3877","10464"
"EULCS","2015","SK","UOL","274","834","1160","1540","-992","-2360","-3303"
"EULCS","2015","SK","UOL","421","-61","2036","2694","3237","3371","6786"
"EULCS","2015","UOL","CW","5","-1306","-1919","2506","3007","2830","5170"
"EULCS","2015","UOL","CW","215","1362","1325","3002","9076","",""
"EULCS","2015","UOL","EL","-315","687","974","374","-3501","-7574",""
"EULCS","2015","UOL","EL","-63","-146","654","-554","954","782","9925"
"EULCS","2015","UOL","FNC","65","-1238","-3143","-9817","-9292","-10476","-14716"
"EULCS","2015","UOL","FNC","126","-2048","-3031","-4927","-3217","-4998","-14714"
"EULCS","2015","UOL","FNC","337","1207","-2393","-1814","-1136","501","-3585"
"EULCS","2015","UOL","FNC","507","739","3868","6987","9933","",""
"EULCS","2015","UOL","GIA","-348","-134","2047","5898","10381","17743",""
"EULCS","2015","UOL","GIA","218","389","544","1259","1857","1826","575"
"EULCS","2015","UOL","GMB","-257","-837","104","1275","712","2151","5121"
"EULCS","2015","UOL","GMB","-32","446","-14","1429","1262","5261",""
"EULCS","2015","UOL","GMB","11","427","2028","1098","1979","4314",""
"EULCS","2015","UOL","GMB","120","2138","-1573","-1283","-5","-3245",""
"EULCS","2015","UOL","GMB","502","-306","-1820","591","3075","8461",""
"EULCS","2015","UOL","H2K","-780","-2012","-3378","-2454","-2346","-4706","-5937"
"EULCS","2015","UOL","H2K","-572","-2102","-3437","-6687","-6194","-7823",""
"EULCS","2015","UOL","H2K","-243","-69","888","-1046","-1780","-752","-3031"
"EULCS","2015","UOL","MYM","150","31","663","611","391","1752","1958"
"EULCS","2015","UOL","OG","-92","498","-323","606","-621","-2810","-7290"
"EULCS","2015","UOL","OG","2","-716","-740","1094","1185","-1152","-4022"
"EULCS","2015","UOL","OG","26","166","-993","-2487","-2639","302","3254"
"EULCS","2015","UOL","ROC","-338","411","-855","-1586","-3828","-1916","-3805"
"EULCS","2015","UOL","ROC","-114","359","2922","3778","3050","2061","1626"
"EULCS","2015","UOL","ROC","-69","626","2087","3075","927","353","-760"
"EULCS","2015","UOL","ROC","205","58","991","2192","3196","2613","2472"
"EULCS","2015","UOL","ROC","515","1670","3074","6345","8213","13072",""
"EULCS","2015","UOL","SK","-21","-1998","-5248","-10693","-14612","",""
"EULCS","2015","UOL","SK","-1","-45","-956","964","3472","6822",""
"EULCS","2015","UOL","SK","189","574","-928","1604","7338","10393",""
"EULCS","2016","EL","FNC","-21","2287","1718","1399","3523","8452","11087"
"EULCS","2016","EL","G2","-157","-81","-3326","-6903","-11020","",""
"EULCS","2016","EL","GIA","45","-11","724","1328","3771","3249","2784"
"EULCS","2016","EL","H2K","113","-1525","209","26","-365","-2749",""
"EULCS","2016","EL","OG","-636","367","232","2388","2276","-1409","-8043"
"EULCS","2016","EL","ROC","-43","266","-1765","-422","1608","7844",""
"EULCS","2016","EL","SPY","-11","251","1227","2578","5235","3819","-4912"
"EULCS","2016","EL","UOL","-106","288","43","-2546","-680","-480","538"
"EULCS","2016","EL","VIT","-976","-257","-599","-1890","-4806","-4069",""
"EULCS","2016","FNC","EL","986","1729","1930","6188","7149","16294",""
"EULCS","2016","FNC","G2","-268","-396","-362","-2471","-6272","-9382",""
"EULCS","2016","FNC","G2","-185","-3486","-4915","-6402","-5562","-4846","-5109"
"EULCS","2016","FNC","G2","-182","-379","-1032","335","923","121","-1944"
"EULCS","2016","FNC","G2","-9","23","1301","3863","7507","12626",""
"EULCS","2016","FNC","G2","29","621","629","859","-2336","-7160",""
"EULCS","2016","FNC","G2","111","-209","88","-571","-284","-6721","-9998"
"EULCS","2016","FNC","GIA","-798","-2008","-1893","-4735","-7351","",""
"EULCS","2016","FNC","GIA","197","281","4153","7356","12317","",""
"EULCS","2016","FNC","GIA","586","2279","2901","1684","7312","9102",""
"EULCS","2016","FNC","H2K","-735","-551","511","1312","7584","9135","5421"
"EULCS","2016","FNC","H2K","-375","-535","-3305","-4189","-6735","-6881",""
"EULCS","2016","FNC","H2K","-171","93","-533","-417","1471","1374",""
"EULCS","2016","FNC","H2K","167","-1032","-2046","-4507","-8279","-5257","-1962"
"EULCS","2016","FNC","OG","191","794","945","3790","7647","9998",""
"EULCS","2016","FNC","OG","192","387","1398","5369","6686","8024",""
"EULCS","2016","FNC","OG","295","1930","3595","4896","4064","631","3624"
"EULCS","2016","FNC","ROC","-23","1197","3021","3963","6791","4849","11398"
"EULCS","2016","FNC","ROC","-9","794","2111","4437","9049","9381",""
"EULCS","2016","FNC","ROC","19","-455","344","1339","456","2272","8830"
"EULCS","2016","FNC","S04","-35","209","1959","4259","5488","6373","9697"
"EULCS","2016","FNC","S04","115","366","1254","2445","3373","5062","8174"
"EULCS","2016","FNC","SPY","-99","1415","2291","4417","4884","5717","7973"
"EULCS","2016","FNC","SPY","112","304","2139","2432","3818","-3198",""
"EULCS","2016","FNC","SPY","793","494","1984","1761","5713","5913",""
"EULCS","2016","FNC","UOL","-202","-1631","-692","915","-2393","-5688","-4552"
"EULCS","2016","FNC","UOL","-93","-1418","-2881","-3460","-8627","-8585",""
"EULCS","2016","FNC","UOL","188","687","654","726","-706","760","4854"
"EULCS","2016","FNC","UOL","218","125","470","1134","1922","-3444",""
"EULCS","2016","FNC","UOL","293","870","1267","1589","2462","-1799",""
"EULCS","2016","FNC","VIT","-301","-1676","-2443","-3017","2077","1324","7596"
"EULCS","2016","FNC","VIT","-81","-324","34","-1333","86","113",""
"EULCS","2016","FNC","VIT","86","433","918","1832","-360","-1429","-3792"
"EULCS","2016","FNC","VIT","93","820","2338","5527","9997","",""
"EULCS","2016","FNC","VIT","526","1160","3094","6124","7783","11321",""
"EULCS","2016","G2","EL","-68","131","418","427","239","-89","3756"
"EULCS","2016","G2","FNC","33","257","-5","2153","6921","",""
"EULCS","2016","G2","FNC","51","1920","5031","5459","8962","13605",""
"EULCS","2016","G2","FNC","90","-472","210","667","959","834",""
"EULCS","2016","G2","FNC","233","721","3732","4424","8147","",""
"EULCS","2016","G2","GIA","-600","-1174","-1051","41","1547","6894",""
"EULCS","2016","G2","GIA","165","414","-93","1034","-1502","-4554","-7315"
"EULCS","2016","G2","GIA","1003","-319","4823","7957","","",""
"EULCS","2016","G2","H2K","145","769","1323","946","4169","5199","10591"
"EULCS","2016","G2","H2K","313","663","-723","-1844","-2898","-4610",""
"EULCS","2016","G2","H2K","790","3107","2969","8973","15354","",""
"EULCS","2016","G2","OG","-126","-89","-89","1322","2409","1466","1756"
"EULCS","2016","G2","OG","-123","1005","361","-497","1129","6192","13362"
"EULCS","2016","G2","OG","-93","-1813","-1286","-1223","-2937","-6432","-9779"
"EULCS","2016","G2","ROC","-176","-542","-2859","1739","","",""
"EULCS","2016","G2","ROC","-38","792","2709","3427","4126","5440","4011"
"EULCS","2016","G2","ROC","-6","478","151","590","3709","",""
"EULCS","2016","G2","S04","-99","-393","-631","-1892","-3213","-5778",""
"EULCS","2016","G2","S04","81","-83","91","2858","5710","",""
"EULCS","2016","G2","SPY","-501","-939","-2044","-1188","57","-1768","-6040"
"EULCS","2016","G2","SPY","-8","791","2772","3819","10920","12754",""
"EULCS","2016","G2","SPY","61","-728","-370","564","231","-1573","-5171"
"EULCS","2016","G2","SPY","146","-376","389","4530","6933","",""
"EULCS","2016","G2","SPY","401","1862","2491","5693","11638","",""
"EULCS","2016","G2","SPY","563","2009","4438","8639","18090","",""
"EULCS","2016","G2","UOL","-452","544","4085","6884","13773","",""
"EULCS","2016","G2","UOL","-90","794","650","1433","-2083","-1801","2691"
"EULCS","2016","G2","UOL","-24","491","4372","7945","12285","",""
"EULCS","2016","G2","UOL","175","981","1467","1247","4673","5466",""
"EULCS","2016","G2","UOL","223","-821","-2198","-1771","-2914","-2538","1001"
"EULCS","2016","G2","VIT","-89","-687","581","-509","-422","-118",""
"EULCS","2016","G2","VIT","96","696","-354","-751","-3445","-3479","1853"
"EULCS","2016","G2","VIT","836","735","1215","-1155","-6454","-9052",""
"EULCS","2016","GIA","EL","-137","-274","-2474","-2270","-1402","-2228","3368"
"EULCS","2016","GIA","FNC","-9","-1520","-4173","-10362","-14936","",""
"EULCS","2016","GIA","FNC","18","966","-1742","-3319","-11735","-16732",""
"EULCS","2016","GIA","FNC","934","1195","2818","5056","8757","11700","18748"
"EULCS","2016","GIA","G2","-84","-986","-3249","-4590","-6825","-16366",""
"EULCS","2016","GIA","G2","70","-785","1363","1226","278","-1035",""
"EULCS","2016","GIA","G2","273","-759","-1083","-1691","-3742","-10584",""
"EULCS","2016","GIA","H2K","-185","-1293","-1696","-4462","-4181","5169",""
"EULCS","2016","GIA","H2K","203","193","-1817","-3251","-6077","-1657","2593"
"EULCS","2016","GIA","H2K","330","896","128","-1287","-107","1575",""
"EULCS","2016","GIA","OG","-367","-546","-5009","-12077","","",""
"EULCS","2016","GIA","OG","-141","-831","763","298","1902","2043",""
"EULCS","2016","GIA","OG","114","478","-688","-671","-330","191","-1924"
"EULCS","2016","GIA","ROC","-343","-1340","-567","-773","-576","-3536","-5278"
"EULCS","2016","GIA","ROC","-240","-108","2449","2945","3206","",""
"EULCS","2016","GIA","ROC","30","97","-1026","-1274","-2855","-1164","7359"
"EULCS","2016","GIA","S04","-310","-947","-4577","-6305","-13068","",""
"EULCS","2016","GIA","S04","-12","-762","33","251","-6270","-6882","-9121"
"EULCS","2016","GIA","SPY","-1297","-998","-463","-1647","-4960","-7575",""
"EULCS","2016","GIA","SPY","-94","-160","109","1900","1717","2005","-811"
"EULCS","2016","GIA","SPY","-66","240","797","-538","-1593","-5684",""
"EULCS","2016","GIA","UOL","-664","-2084","-5311","-6503","-7068","-8813",""
"EULCS","2016","GIA","UOL","-80","-988","-817","-1928","-2609","-7860","-11259"
"EULCS","2016","GIA","UOL","-76","-1203","-2744","-4018","-5245","-11223",""
"EULCS","2016","GIA","UOL","-74","505","-26","2544","2916","10613",""
"EULCS","2016","GIA","UOL","4","-118","-1460","-3252","-8723","",""
"EULCS","2016","GIA","UOL","8","-994","-2317","-3846","","",""
"EULCS","2016","GIA","UOL","416","1164","2492","3673","2741","5705","6951"
"EULCS","2016","GIA","VIT","-629","-2151","-2893","-2953","-5999","-11681",""
"EULCS","2016","GIA","VIT","-88","573","1391","2523","4463","9680","6869"
"EULCS","2016","GIA","VIT","-53","-248","927","2049","2433","5845",""
"EULCS","2016","H2K","EL","-290","739","23","3330","4342","8252",""
"EULCS","2016","H2K","FNC","-199","61","-1283","-4722","-8469","-12867",""
"EULCS","2016","H2K","FNC","-158","-36","105","2441","4978","",""
"EULCS","2016","H2K","FNC","-157","-728","-773","-1719","-6063","",""
"EULCS","2016","H2K","FNC","-94","-720","483","2104","3508","3580",""
"EULCS","2016","H2K","FNC","28","472","28","1589","571","2480","8411"
"EULCS","2016","H2K","FNC","54","1107","116","-107","195","3077",""
"EULCS","2016","H2K","FNC","106","-199","2101","-182","-2289","-3453",""
"EULCS","2016","H2K","FNC","131","2968","6090","6089","8742","",""
"EULCS","2016","H2K","FNC","164","-23","-156","883","2009","3342","3089"
"EULCS","2016","H2K","FNC","194","-381","450","2132","6447","7543",""
"EULCS","2016","H2K","FNC","397","-238","1081","2293","4036","7361","9452"
"EULCS","2016","H2K","G2","-511","-368","-5385","-7395","-11412","",""
"EULCS","2016","H2K","G2","130","1668","1894","1716","741","1869","-7127"
"EULCS","2016","H2K","G2","291","287","-729","-511","2062","6211",""
"EULCS","2016","H2K","GIA","-699","-851","-2977","-2688","-2326","-523","-5433"
"EULCS","2016","H2K","GIA","58","84","1672","5450","8574","",""
"EULCS","2016","H2K","GIA","133","779","-451","1746","2948","2744","3797"
"EULCS","2016","H2K","OG","-79","936","2361","3940","8965","",""
"EULCS","2016","H2K","OG","43","-65","208","119","134","-116","-375"
"EULCS","2016","H2K","OG","83","589","2681","3088","7008","",""
